4,145298e-02
1,199716e-01
1,973681e-01
2,733394e-01
3,477789e-01
4,204524e-01
4,907438e-01
5,581970e-01
6,223764e-01
6,830895e-01
7,400262e-01
7,926617e-01
8,407481e-01
8,840617e-01
9,224252e-01
9,555390e-01
9,831915e-01
1,005238e+00
1,021569e+00
1,032209e+00
1,036903e+00
1,035682e+00
1,028565e+00
1,015653e+00
9,970144e-01
9,726579e-01
9,427196e-01
9,074836e-01
8,671322e-01
8,218547e-01
7,718784e-01
7,174477e-01
6,590204e-01
5,968926e-01
5,313241e-01
4,626747e-01
3,913265e-01
3,179387e-01
2,428607e-01
1,663042e-01
8,837416e-02
1,050438e-02
-6,734818e-02
-1,455622e-01
-2,224561e-01
-2,979523e-01
-3,718496e-01
-4,437865e-01
-5,132087e-01
-5,795345e-01
-6,426830e-01
-7,021240e-01
-7,576356e-01
-8,088202e-01
-8,553300e-01
-8,970274e-01
-9,336370e-01
-9,649384e-01
-9,907699e-01
-1,010958e+00
-1,025355e+00
-1,034061e+00
-1,036762e+00
-1,033577e+00
-1,024484e+00
-1,009681e+00
-9,891124e-01
-9,629074e-01
-9,311516e-01
-8,941892e-01
-8,522577e-01
-8,053589e-01
-7,537905e-01
-6,980138e-01
-6,382888e-01
-5,749665e-01
-5,084169e-01
-4,387864e-01
-3,666740e-01
-2,926562e-01
-2,171273e-01
-1,400492e-01
-6,173712e-02
1,544246e-02
9,395251e-02
1,717483e-01
2,481705e-01
3,231057e-01
3,964556e-01
4,676025e-01
5,360350e-01
6,014210e-01
6,632150e-01
7,214099e-01
7,755463e-01
8,252231e-01
8,701666e-01
9,101841e-01
9,450828e-01
9,745650e-01
9,985514e-01
1,016806e+00
1,029285e+00
1,036011e+00
1,036769e+00
1,031614e+00
1,020593e+00
1,003865e+00
9,814514e-01
9,533497e-01
9,198279e-01
8,812080e-01
8,375519e-01
7,890954e-01
7,360623e-01
6,789001e-01
6,179719e-01
5,535653e-01
4,858952e-01
4,154007e-01
3,426205e-01
2,680485e-01
1,919773e-01
1,144897e-01
3,586774e-02
-4,102613e-02
-1,195861e-01
-1,969481e-01
-2,729280e-01
-3,474105e-01
-4,200772e-01
-4,904064e-01
-5,577908e-01
-6,220339e-01
-6,827142e-01
-7,396321e-01
-7,922538e-01
-8,403385e-01
-8,836572e-01
-9,220018e-01
-9,551586e-01
-9,828043e-01
-1,004810e+00
-1,021195e+00
-1,031794e+00
-1,036462e+00
-1,035321e+00
-1,028190e+00
-1,015300e+00
-9,966133e-01
-9,723033e-01
-9,423685e-01
-9,071032e-01
-8,667449e-01
-8,214674e-01
-7,715221e-01
-7,170846e-01
-6,585867e-01
-5,964658e-01
-5,308904e-01
-4,622513e-01
-3,909978e-01
-3,175618e-01
-2,425061e-01
-1,659427e-01
-8,799378e-02
-1,014293e-02
6,776987e-02
1,459443e-01
2,228020e-01
2,982725e-01
3,721577e-01
4,442013e-01
5,135512e-01
5,799355e-01
6,430100e-01
7,024941e-01
7,580022e-01
8,091816e-01
8,557173e-01
8,973441e-01
9,340776e-01
9,653980e-01
9,911658e-01
1,011311e+00
1,025750e+00
1,034398e+00
1,037168e+00
1,033917e+00
1,024882e+00
1,010066e+00
9,895479e-01
9,633532e-01
9,315629e-01
8,946143e-01
8,525830e-01
8,056842e-01
7,542139e-01
6,984046e-01
6,386485e-01
5,753967e-01
5,088197e-01
4,392271e-01
3,670854e-01
2,931244e-01
2,175559e-01
1,404692e-01
6,218119e-02
-1,499667e-02
-9,350328e-02
-1,712990e-01
-2,477454e-01
-3,227253e-01
-3,960581e-01
-4,671980e-01
-5,356615e-01
-6,009718e-01
-6,628208e-01
-7,210811e-01
-7,751814e-01
-8,248478e-01
-8,697673e-01
-9,097848e-01
-9,446663e-01
-9,742242e-01
-9,981211e-01
-1,016410e+00
-1,028892e+00
-1,035590e+00
-1,036349e+00
-1,031183e+00
-1,020173e+00
-1,003429e+00
-9,810487e-01
-9,529159e-01
-9,194561e-01
-8,807536e-01
-8,371096e-01
-7,886600e-01
