4,166985e-02
1,202092e-01
1,974714e-01
2,734375e-01
3,479458e-01
4,206331e-01
4,909125e-01
5,583020e-01
6,224659e-01
6,832444e-01
7,401209e-01
7,926669e-01
8,407826e-01
8,841736e-01
9,225198e-01
9,555080e-01
9,831520e-01
1,005235e+00
1,021643e+00
1,032182e+00
1,036818e+00
1,035614e+00
1,028605e+00
1,015646e+00
9,968663e-01
9,725030e-01
9,426663e-01
9,074612e-01
8,669824e-01
8,216585e-01
7,717425e-01
7,173720e-01
6,588741e-01
5,966843e-01
5,310866e-01
4,625474e-01
3,912164e-01
3,177132e-01
2,425440e-01
1,660615e-01
8,819688e-02
1,031677e-02
-6,759431e-02
-1,457515e-01
-2,226127e-01
-2,981090e-01
-3,720562e-01
-4,440481e-01
-5,132982e-01
-5,796550e-01
-6,428017e-01
-7,023375e-01
-7,577923e-01
-8,088821e-01
-8,554178e-01
-8,971875e-01
-9,337712e-01
-9,650245e-01
-9,907992e-01
-1,011051e+00
-1,025472e+00
-1,034049e+00
-1,036746e+00
-1,033614e+00
-1,024655e+00
-1,009715e+00
-9,890556e-01
-9,628265e-01
-9,311826e-01
-8,941960e-01
-8,520666e-01
-8,052023e-01
-7,537320e-01
-6,979381e-01
-6,381408e-01
-5,747651e-01
-5,082448e-01
-4,386986e-01
-3,666086e-01
-2,924394e-01
-2,168553e-01
-1,399374e-01
-6,162525e-02
1,560425e-02
9,417110e-02
1,719049e-01
2,482325e-01
3,232537e-01
3,966639e-01
4,678004e-01
5,361503e-01
6,013935e-01
6,633664e-01
7,216113e-01
7,756186e-01
8,252196e-01
8,702286e-01
9,102943e-01
9,450656e-01
9,745288e-01
9,985376e-01
1,016777e+00
1,029314e+00
1,035903e+00
1,036691e+00
1,031557e+00
1,020622e+00
1,003753e+00
9,812535e-01
9,532567e-01
9,197849e-01
8,810669e-01
8,373540e-01
7,889078e-01
7,359814e-01
6,788072e-01
6,177757e-01
5,533536e-01
4,858040e-01
4,153147e-01
3,424088e-01
2,677817e-01
1,917329e-01
1,143313e-01
3,575414e-02
-4,131012e-02
-1,198666e-01
-1,971288e-01
-2,731225e-01
-3,475844e-01
-4,203784e-01
-4,905613e-01
-5,579491e-01
-6,221286e-01
-6,829552e-01
-7,397784e-01
-7,923450e-01
-8,403987e-01
-8,837846e-01
-9,221515e-01
-9,552034e-01
-9,828094e-01
-1,004915e+00
-1,021326e+00
-1,031858e+00
-1,036550e+00
-1,035295e+00
-1,028259e+00
-1,015354e+00
-9,965720e-01
-9,721725e-01
-9,423496e-01
-9,071101e-01
-8,666485e-01
-8,214554e-01
-7,714344e-01
-7,170398e-01
-6,585179e-01
-5,962971e-01
-5,308164e-01
-4,622083e-01
-3,908997e-01
-3,173707e-01
-2,422376e-01
-1,657534e-01
-8,788362e-02
-9,979421e-03
6,801428e-02
1,461336e-01
2,229001e-01
2,984256e-01
3,724365e-01
4,443648e-01
5,136837e-01
5,799510e-01
6,431150e-01
7,026387e-01
7,581279e-01
8,092229e-01
8,557706e-01
8,974611e-01
9,341309e-01
9,652930e-01
9,911314e-01
1,011388e+00
1,025779e+00
1,034340e+00
1,037049e+00
1,033922e+00
1,024934e+00
1,010056e+00
9,893792e-01
9,631570e-01
9,315302e-01
8,945403e-01
8,524092e-01
8,055844e-01
7,541588e-01
6,983099e-01
6,384902e-01
5,752005e-01
5,086355e-01
4,390980e-01
3,669356e-01
2,928456e-01
2,172925e-01
1,403229e-01
6,202112e-02
-1,520665e-02
-9,378728e-02
-1,715004e-01
-2,478848e-01
-3,229267e-01
-3,963627e-01
-4,674459e-01
-5,357975e-01
-6,010923e-01
-6,630308e-01
-7,213135e-01
-7,752864e-01
-8,248805e-01
-8,699188e-01
-9,100154e-01
-9,448229e-01
-9,742087e-01
-9,981572e-01
-1,016502e+00
-1,029009e+00
-1,035560e+00
-1,036321e+00
-1,031261e+00
-1,020276e+00
-1,003486e+00
-9,809024e-01
-9,529228e-01
-9,194251e-01
-8,807106e-01
-8,369736e-01
-7,885687e-01
-7,356837e-01
-6,784991e-01
-6,174711e-01
-5,529405e-01
-4,854116e-01
-4,149498e-01
-3,420456e-01
-2,674495e-01
-1,914231e-01
-1,140060e-01
-3,539958e-02
4,167845e-02
1,201369e-01
1,974335e-01
2,733945e-01
3,479682e-01
4,206297e-01
4,908815e-01
5,582159e-01
6,224126e-01
6,831841e-01
7,400951e-01
7,926531e-01
8,407413e-01
8,840961e-01
9,224648e-01
9,555683e-01
9,831485e-01
1,005249e+00
1,021660e+00
1,032204e+00
1,036794e+00
1,035641e+00
1,028598e+00
1,015636e+00
9,968543e-01
9,725357e-01
9,426715e-01
9,074870e-01
8,670237e-01
8,216723e-01
7,717287e-01
7,174116e-01
6,589275e-01
5,966843e-01
5,311520e-01
4,626093e-01
3,912439e-01
3,177339e-01
2,426473e-01
1,661166e-01
8,826400e-02
1,039250e-02
-6,757710e-02
-1,457446e-01
-2,225645e-01
-2,980504e-01
-3,720596e-01
-4,440033e-01
-5,132947e-01
-5,796085e-01
-6,427484e-01
-7,023013e-01
-7,577682e-01
-8,088581e-01
-8,554694e-01
-8,971599e-01
-9,338125e-01
-9,650382e-01
-9,907940e-01
-1,011025e+00
-1,025486e+00
-1,034073e+00
-1,036720e+00
-1,033540e+00
-1,024632e+00
-1,009710e+00
-9,890659e-01
-9,628609e-01
-9,312221e-01
-8,942133e-01
-8,520907e-01
-8,052005e-01
-7,537509e-01
-6,979450e-01
-6,381563e-01
-5,748253e-01
-5,082844e-01
-4,387537e-01
-3,665776e-01
-2,925358e-01
-2,169018e-01
-1,399701e-01
-6,168893e-02
1,551819e-02
9,412291e-02
1,718120e-01
2,482205e-01
3,232331e-01
3,966002e-01
4,677832e-01
5,360660e-01
6,013367e-01
6,633475e-01
7,215562e-01
7,756409e-01
8,251663e-01
8,702217e-01
9,102633e-01
9,451069e-01
9,745323e-01
9,985273e-01
1,016839e+00
1,029343e+00
1,035965e+00
1,036676e+00
1,031627e+00
1,020615e+00
1,003872e+00
9,812552e-01
9,532912e-01
9,198331e-01
8,810996e-01
8,373643e-01
7,889319e-01
7,360227e-01
6,788726e-01
6,178566e-01
5,533415e-01
4,858350e-01
4,153250e-01
3,424725e-01
2,678024e-01
1,917829e-01
1,144002e-01
3,578512e-02
-4,127053e-02
-1,198322e-01
-1,970893e-01
-2,730210e-01
-3,475792e-01
-4,202785e-01
-4,904564e-01
-5,577976e-01
-6,221217e-01
-6,828709e-01
-7,397577e-01
-7,923278e-01
-8,404418e-01
-8,837984e-01
-9,221257e-01
-9,552103e-01
-9,828043e-01
-1,004944e+00
-1,021300e+00
-1,031810e+00
-1,036512e+00
-1,035300e+00
-1,028276e+00
-1,015374e+00
-9,965669e-01
-9,722276e-01
-9,423444e-01
-9,071566e-01
-8,666950e-01
-8,213384e-01
-7,713982e-01
-7,170226e-01
-6,585385e-01
-5,963040e-01
-5,307854e-01
-4,622221e-01
-3,909238e-01
-3,174034e-01
-2,422548e-01
-1,657861e-01
-8,790600e-02
-1,003450e-02
6,790757e-02
1,460562e-01
2,228898e-01
2,984033e-01
3,723591e-01
4,443097e-01
5,136028e-01
5,799820e-01
6,430806e-01
7,026301e-01
7,580745e-01
8,091627e-01
8,557465e-01
8,974801e-01
9,341017e-01
9,653102e-01
9,911348e-01
1,011400e+00
1,025827e+00
1,034340e+00
1,037051e+00
1,033918e+00
1,024949e+00
1,010052e+00
9,893930e-01
9,632155e-01
9,315870e-01
8,945644e-01
8,524849e-01
8,055809e-01
7,541502e-01
6,983392e-01
6,386106e-01
5,752040e-01
5,086992e-01
4,391083e-01
3,669855e-01
2,928576e-01
2,173269e-01
1,403573e-01
6,207276e-02
-1,521698e-02
-9,374253e-02
-1,714798e-01
-2,478814e-01
-3,228682e-01
-3,962663e-01
-4,674355e-01
-5,357699e-01
-6,010613e-01
-6,630274e-01
-7,212670e-01
-7,752588e-01
-8,248805e-01
-8,698465e-01
-9,099414e-01
-9,447644e-01
-9,741863e-01
-9,981607e-01
-1,016478e+00
-1,029020e+00
-1,035593e+00
-1,036368e+00
-1,031262e+00
-1,020297e+00
-1,003488e+00
-9,809230e-01
-9,528729e-01
-9,195301e-01
-8,807192e-01
-8,370046e-01
-7,885257e-01
-7,357026e-01
-6,785473e-01
-6,174005e-01
-5,529990e-01
-4,854357e-01
-4,150186e-01
-3,420938e-01
-2,675098e-01
-1,914283e-01
-1,140336e-01
-3,541163e-02
4,159756e-02
1,201334e-01
1,974352e-01
2,733669e-01
3,479045e-01
4,205987e-01
4,908591e-01
5,581763e-01
6,223954e-01
6,832478e-01
7,400847e-01
7,926807e-01
8,407378e-01
8,840996e-01
9,224889e-01
9,554925e-01
9,831520e-01
1,005224e+00
1,021631e+00
1,032137e+00
1,036798e+00
1,035624e+00
1,028591e+00
1,015632e+00
9,969042e-01
9,724875e-01
9,427231e-01
9,074492e-01
8,670822e-01
8,216826e-01
7,717924e-01
7,173978e-01
6,588931e-01
5,966843e-01
5,312105e-01
4,625938e-01
3,913127e-01
3,177907e-01
2,426645e-01
1,661975e-01
8,830875e-02
1,041832e-02
-6,757710e-02
-1,456999e-01
-2,225438e-01
-2,980676e-01
-3,720372e-01
-4,439896e-01
-5,133068e-01
-5,796154e-01
-6,427260e-01
-7,022686e-01
-7,577458e-01
-8,088391e-01
-8,553524e-01
-8,971238e-01
-9,338022e-01
-9,650348e-01
-9,907716e-01
-1,011044e+00
-1,025481e+00
-1,034049e+00
-1,036713e+00
-1,033583e+00
-1,024579e+00
-1,009736e+00
-9,890866e-01
-9,628437e-01
-9,312239e-01
-8,942460e-01
-8,520925e-01
-8,051988e-01
-7,537940e-01
-6,980259e-01
-6,382062e-01
-5,748649e-01
-5,083446e-01
-4,387727e-01
-3,666327e-01
-2,925340e-01
-2,169706e-01
-1,400011e-01
-6,173024e-02
1,551647e-02
9,405578e-02
1,717620e-01
2,481310e-01
3,232227e-01
3,965865e-01
4,676799e-01
5,360866e-01
6,013935e-01
6,633320e-01
7,215648e-01
7,755996e-01
8,251990e-01
8,701804e-01
9,102908e-01
9,450673e-01
9,745306e-01
9,985101e-01
1,016877e+00
1,029350e+00
1,035884e+00
1,036676e+00
1,031605e+00
1,020632e+00
1,003794e+00
9,812759e-01
9,532808e-01
9,198400e-01
8,810944e-01
8,373953e-01
7,889715e-01
7,360090e-01
6,788364e-01
6,178807e-01
5,534517e-01
4,858246e-01
4,153353e-01
3,425069e-01
2,678850e-01
1,918379e-01
1,143864e-01
3,581610e-02
-4,126365e-02
-1,198030e-01
-1,970462e-01
-2,729969e-01
-3,475431e-01
-4,202889e-01
-4,904822e-01
-5,578217e-01
-6,220511e-01
-6,828537e-01
-7,397216e-01
-7,923054e-01
-8,403901e-01
-8,838001e-01
-9,221136e-01
-9,551638e-01
-9,827905e-01
-1,004923e+00
-1,021314e+00
-1,031853e+00
-1,036509e+00
-1,035278e+00
-1,028213e+00
-1,015326e+00
-9,966151e-01
-9,721760e-01
-9,423754e-01
-9,071239e-01
-8,666709e-01
-8,213693e-01
-7,714361e-01
-7,170966e-01
-6,586194e-01
-5,964021e-01
-5,307940e-01
-4,622703e-01
-3,909737e-01
-3,174172e-01
-2,423478e-01
-1,658222e-01
-8,794042e-02
-1,006720e-02
6,787831e-02
1,459994e-01
2,228588e-01
2,983327e-01
3,723608e-01
4,443252e-01
5,135942e-01
5,799217e-01
6,429979e-01
7,025888e-01
7,580780e-01
8,091214e-01
8,557001e-01
8,974456e-01
9,341017e-01
9,652998e-01
9,911451e-01
1,011366e+00
1,025825e+00
1,034378e+00
1,037097e+00
1,033922e+00
1,024972e+00
1,010045e+00
9,893792e-01
9,632155e-01
9,315767e-01
8,946091e-01
8,524849e-01
8,056394e-01
7,541795e-01
6,984011e-01
6,386193e-01
5,752487e-01
5,086906e-01
4,391754e-01
3,670320e-01
2,928714e-01
2,173614e-01
1,403969e-01
6,204177e-02
-1,517051e-02
-9,371499e-02
-1,714075e-01
-2,478349e-01
-3,228303e-01
-3,962508e-01
-4,673529e-01
-5,357114e-01
-6,010097e-01
-6,629878e-01
-7,211879e-01
-7,752795e-01
-8,248668e-01
-8,698447e-01
-9,099208e-01
-9,447455e-01
-9,741932e-01
-9,981400e-01
-1,016519e+00
-1,029004e+00
-1,035617e+00
-1,036350e+00
-1,031288e+00
-1,020250e+00
-1,003508e+00
-9,809454e-01
-9,528850e-01
-9,194957e-01
-8,807347e-01
-8,370510e-01
-7,885877e-01
-7,356544e-01
-6,785318e-01
-6,174952e-01
-5,530351e-01
-4,854804e-01
-4,150203e-01
-3,421816e-01
